serial_scrambled,BSA21_final_wt,DVSex21,Ragecat,HHincomex,RClassGP,hedqual2x,MarStat6x,HhlChlGpdx,PMSx,HomoSexx,Partyfwx,Politicsx,Votedx,Spend1x,dolex,TAXSPENDx,EQOPPGAYx,EQOPPTx,CHOPWOMMx,EQOPPBLKx,TBirCertx,EqOpDisx,EqOpMhx,welfare2,leftrigh,libauth,NHSSatx,GPSatx,NHSFProbx,NHSAccx
1018111,1.29502319163753,Female,25-34,Prefer not to answer,Not classifiable,GCSE/O Level/Standard Grade or equivalent,Single (never married/never in a civil partnership),No,Not applicable,Not applicable,None,None at all,No,Health,Benefits are too low and cause hardship,Increase taxes and spend more,Not gone far enough,About right,About right,About right,Agree,Not applicable,Not applicable,2.75,2.8,3.5,Very satisfied,Not applicable,Not applicable,Not applicable
1033681,0.881681673761747,Female,18-24,"Less than £1,410 per month",Semi-routine and routine occupations,GCSE/O Level/Standard Grade or equivalent,Single (never married/never in a civil partnership),Yes,Not applicable,Not applicable,None,Some,No,Health,Benefits are too low and cause hardship,Increase taxes and spend more,About right,Gone much too far,Not gone nearly far enough,Gone too far,Strongly disagree,Not applicable,Not applicable,3.5,1.8,4.33333333333333,Quite satisfied,Not applicable,Not applicable,Not applicable
1035641,1.07659856754692,Male,35-44,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Labour,Quite a lot,"Yes, voted",Housing,Benefits are too low and cause hardship,Increase taxes and spend more,Not gone far enough,Not gone far enough,Not gone far enough,Not gone far enough,Disagree,Not applicable,Not applicable,2.25,2.2,3.5,Quite dissatisfied,Not applicable,Not applicable,Not applicable
1035642,0.775158335163997,Female,35-44,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Labour,Quite a lot,"Yes, voted",Health,Benefits are too low and cause hardship,Increase taxes and spend more,Not gone nearly far enough,Not gone far enough,Not gone nearly far enough,Not gone nearly far enough,Agree,Not applicable,Not applicable,1.625,1.4,2.66666666666667,Neither satisfied nor dissatisfied,Not applicable,Not applicable,Not applicable
1007421,2.20033200803783,Male,35-44,"£4,351 per month or more",Managerial and professional occupations,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Conservative,Some,"Yes, voted",Health,Benefits are too high and discourage finding jobs,Keep taxes and spending at the same level,Gone too far,Gone much too far,About right,About right,Strongly disagree,Not applicable,Not applicable,4.125,2.0,4.0,Quite dissatisfied,Not applicable,Not applicable,Not applicable
1001161,1.48117230014875,Male,18-24,"Less than £1,410 per month",Managerial and professional occupations,Degree (equivalent & above),Single (never married/never in a civil partnership),No,Not applicable,Not applicable,Labour,A great deal,Not applicable (not eligible or too young),Social security benefits,Benefits are too low and cause hardship,Increase taxes and spend more,Gone much too far,Gone much too far,Not gone far enough,Not gone nearly far enough,Disagree,Not applicable,Not applicable,1.125,2.8,1.16666666666667,Very dissatisfied,Not applicable,Not applicable,Not applicable
1044291,1.62696229536932,Male,35-44,"£2,561 - £4,350 per month",Lower supervisory and technical occupations,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Liberal Democrat,Some,"Yes, voted",Health,Benefits are too high and discourage finding jobs,Increase taxes and spend more,Not gone far enough,Not gone far enough,Not gone far enough,About right,Disagree,Not applicable,Not applicable,3.25,3.2,3.5,Neither satisfied nor dissatisfied,Not applicable,Not applicable,Not applicable
1044292,1.36681398126689,Female,35-44,"£2,561 - £4,350 per month",Lower supervisory and technical occupations,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,None,Not very much,No,Health,Benefits are too high and discourage finding jobs,Keep taxes and spending at the same level,About right,About right,About right,About right,Disagree,Not applicable,Not applicable,3.125,3.6,3.5,Neither satisfied nor dissatisfied,Not applicable,Not applicable,Not applicable
1032871,0.92642194958633,Female,65+,Prefer not to answer,Intermediate occupations,GCSE/O Level/Standard Grade or equivalent,Widowed/surviving partner from a civil partnership,No,Not applicable,Not applicable,Labour,Not very much,"Yes, voted",Health,Benefits are too low and cause hardship,Increase taxes and spend more,About right,About right,About right,About right,Agree,Not applicable,Not applicable,2.25,1.6,3.33333333333333,Neither satisfied nor dissatisfied,Not applicable,Not applicable,Not applicable
1044041,0.981971059460147,Female,25-34,"£2,561 - £4,350 per month",Intermediate occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Labour,Some,"Yes, voted",Health,Benefits are too high and discourage finding jobs,Keep taxes and spending at the same level,About right,Not gone far enough,Not gone nearly far enough,About right,Disagree,Not applicable,Not applicable,3.375,2.4,3.16666666666667,Neither satisfied nor dissatisfied,Not applicable,Not applicable,Not applicable
1043851,0.57612284353758,Female,65+,"Less than £1,410 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Liberal Democrat,A great deal,"Yes, voted",Education,Benefits are too low and cause hardship,Increase taxes and spend more,About right,About right,Not gone far enough,Not gone far enough,Strongly agree,Not applicable,Not applicable,2.25,2.6,3.16666666666667,Quite satisfied,Not applicable,Not applicable,Not applicable
1032701,0.837947559608791,Male,18-24,"£1,411 - £2,560 per month",Managerial and professional occupations,Degree (equivalent & above),Single (never married/never in a civil partnership),No,Not applicable,Not applicable,Green Party,Not very much,"Yes, voted",Education,Benefits are too low and cause hardship,Keep taxes and spending at the same level,About right,About right,About right,About right,Agree,Not applicable,Not applicable,2.875,2.0,1.5,Quite satisfied,Not applicable,Not applicable,Not applicable
1011231,0.845002027172815,Male,65+,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Labour,A great deal,"Yes, voted",Health,Benefits are too low and cause hardship,Increase taxes and spend more,Not gone far enough,Not gone far enough,Not gone far enough,Not gone far enough,Neither agree nor disagree,Not applicable,Not applicable,1.625,1.0,2.83333333333333,Quite satisfied,Not applicable,Not applicable,Not applicable
1012081,0.663015969702392,Female,45-54,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Liberal Democrat,A great deal,"Yes, voted",Education,Benefits are too low and cause hardship,Increase taxes and spend more,About right,About right,About right,About right,Disagree,Not applicable,Not applicable,2.0,2.4,3.0,Quite dissatisfied,Not applicable,Not applicable,Not applicable
1041751,0.318165081027087,Male,60-64,"£2,561 - £4,350 per month",Semi-routine and routine occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Quite a lot,"Yes, voted",Police and prisons,Benefits are too high and discourage finding jobs,Keep taxes and spending at the same level,About right,Gone too far,About right,About right,Strongly disagree,Not applicable,Not applicable,3.375,3.2,3.66666666666667,Neither satisfied nor dissatisfied,Not applicable,Not applicable,Not applicable
1019891,0.301246424741878,Female,55-59,Prefer not to answer,Intermediate occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,,Some,"Yes, voted",Health,8,Increase taxes and spend more,About right,About right,About right,About right,Neither agree nor disagree,Not applicable,Not applicable,2.375,2.2,3.5,Quite satisfied,Not applicable,Not applicable,Not applicable
1019892,0.213326305032217,Male,65+,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Labour,Quite a lot,"Yes, voted",Health,Benefits are too low and cause hardship,Increase taxes and spend more,About right,About right,About right,Not gone far enough,Disagree,Not applicable,Not applicable,2.25,1.8,3.16666666666667,Quite satisfied,Not applicable,Not applicable,Not applicable
1027461,0.35232122215292,Female,45-54,"£2,561 - £4,350 per month",Managerial and professional occupations,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Labour,Some,"Yes, voted",Education,8,Increase taxes and spend more,About right,About right,About right,Not gone far enough,Disagree,Not applicable,Not applicable,2.75,2.2,4.16666666666667,Quite dissatisfied,Not applicable,Not applicable,Not applicable
1036461,0.411210167974847,Female,35-44,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Conservative,A great deal,"Yes, voted",Overseas aid,Benefits are too high and discourage finding jobs,Keep taxes and spending at the same level,Not gone far enough,Gone too far,Not gone far enough,Not gone far enough,Neither agree nor disagree,Not applicable,Not applicable,2.625,3.8,2.16666666666667,Quite dissatisfied,Not applicable,Not applicable,Not applicable
1040581,0.596829191370148,Male,65+,"£4,351 per month or more",Semi-routine and routine occupations,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,A great deal,"Yes, voted",Housing,Benefits are too high and discourage finding jobs,Keep taxes and spending at the same level,Gone too far,Gone too far,About right,Gone too far,Agree,Not applicable,Not applicable,3.625,2.0,3.66666666666667,Quite dissatisfied,Not applicable,Not applicable,Not applicable
1045041,0.809093990794043,Female,25-34,"£2,561 - £4,350 per month",Small employers and own account workers,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Some,"Yes, voted",Health,Benefits are too low and cause hardship,Increase taxes and spend more,Not gone far enough,Not gone far enough,Not gone far enough,Not gone far enough,Agree,Not applicable,Not applicable,2.5,2.0,4.0,Quite satisfied,Not applicable,Not applicable,Not applicable
1045042,0.66019244965485,Female,45-54,"£1,411 - £2,560 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Not very much,"Yes, voted",Health,Benefits are too high and discourage finding jobs,Increase taxes and spend more,Gone too far,Gone too far,Gone too far,Gone too far,Neither agree nor disagree,Not applicable,Not applicable,3.375,4.0,4.0,Neither satisfied nor dissatisfied,Not applicable,Not applicable,Not applicable
1027091,1.1512476563626,Male,18-24,"Less than £1,410 per month",Managerial and professional occupations,Higher education below degree/A levels,Single (never married/never in a civil partnership),No,Not applicable,Not applicable,None,None at all,No,Housing,Benefits are too low and cause hardship,Increase taxes and spend more,About right,About right,About right,About right,Disagree,Not applicable,Not applicable,3.25,3.4,2.66666666666667,Quite dissatisfied,Not applicable,Not applicable,Not applicable
1030521,0.767911454685479,Female,25-34,Prefer not to answer,Don't know/Prefer not to answer,Higher education below degree/A levels,Single (never married/never in a civil partnership),No,Not applicable,Not applicable,None,Some,No,Roads,Benefits are too low and cause hardship,Keep taxes and spending at the same level,About right,About right,About right,About right,Neither agree nor disagree,Not applicable,Not applicable,3.0,3.0,3.0,Neither satisfied nor dissatisfied,Not applicable,Not applicable,Not applicable
1026371,0.490396628698591,Male,60-64,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Green Party,Some,"Yes, voted",Health,Benefits are too low and cause hardship,Increase taxes and spend more,About right,About right,About right,Not gone far enough,Neither agree nor disagree,Not applicable,Not applicable,2.125,2.0,2.16666666666667,Quite dissatisfied,Not applicable,Not applicable,Not applicable
1026372,0.443222970486376,Female,60-64,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Liberal Democrat,A great deal,"Yes, voted",Education,Benefits are too low and cause hardship,Keep taxes and spending at the same level,Not gone far enough,Not gone far enough,Not gone nearly far enough,Not gone nearly far enough,Disagree,Not applicable,Not applicable,3.0,1.4,2.66666666666667,Quite dissatisfied,Not applicable,Not applicable,Not applicable
1000771,1.52970035654579,Male,65+,"£2,561 - £4,350 per month",Don't know/Prefer not to answer,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Liberal Democrat,Some,"Yes, voted",Health,Benefits are too low and cause hardship,Increase taxes and spend more,About right,About right,About right,About right,Neither agree nor disagree,Not applicable,Not applicable,2.75,2.4,3.66666666666667,Quite satisfied,Not applicable,Not applicable,Not applicable
1031141,1.1370155104972,Male,60-64,"£1,411 - £2,560 per month",Lower supervisory and technical occupations,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Quite a lot,"Yes, voted",Health,Benefits are too high and discourage finding jobs,Keep taxes and spending at the same level,Gone too far,Gone much too far,About right,Gone much too far,Strongly disagree,Not applicable,Not applicable,3.0,4.0,2.83333333333333,Quite satisfied,Not applicable,Not applicable,Not applicable
1031142,1.28651334175111,Female,55-59,"£1,411 - £2,560 per month",Small employers and own account workers,No qualifications,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Not very much,"Yes, voted",Health,Benefits are too high and discourage finding jobs,Keep taxes and spending at the same level,Gone much too far,Gone much too far,About right,Gone much too far,Strongly disagree,Not applicable,Not applicable,3.375,4.4,3.0,Quite satisfied,Not applicable,Not applicable,Not applicable
1021801,0.754118321259472,Female,65+,"£1,411 - £2,560 per month",Small employers and own account workers,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,None,None at all,"Yes, voted",Health,Benefits are too low and cause hardship,Increase taxes and spend more,Not gone far enough,Not gone far enough,Not gone far enough,Not gone far enough,Neither agree nor disagree,Not applicable,Not applicable,2.625,1.2,4.5,Very dissatisfied,Not applicable,Not applicable,Not applicable
1021802,0.5932630832948,Male,65+,Prefer not to answer,Small employers and own account workers,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,None,None at all,"Yes, voted",Health,Benefits are too low and cause hardship,Increase taxes and spend more,Not gone nearly far enough,Not gone nearly far enough,Not gone nearly far enough,Not gone nearly far enough,Agree,Not applicable,Not applicable,2.5,1.0,4.83333333333333,Very dissatisfied,Not applicable,Not applicable,Not applicable
1005631,0.480377239554397,Female,35-44,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Liberal Democrat,Quite a lot,"Yes, voted",Health,8,Increase taxes and spend more,Not gone far enough,Gone too far,Not gone far enough,Not gone far enough,Disagree,Not applicable,Not applicable,2.5,3.4,2.5,Quite satisfied,Not applicable,Not applicable,Not applicable
1000561,0.358477011015135,Female,65+,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Liberal Democrat,Some,"Yes, voted",Health,Benefits are too low and cause hardship,Increase taxes and spend more,About right,About right,Not gone far enough,About right,Neither agree nor disagree,Not applicable,Not applicable,2.25,2.0,2.5,Quite satisfied,Not applicable,Not applicable,Not applicable
1000562,0.204080306600165,Male,65+,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Quite a lot,"Yes, voted",Health,Benefits are too high and discourage finding jobs,Increase taxes and spend more,About right,About right,About right,About right,Strongly disagree,Not applicable,Not applicable,2.375,2.2,3.83333333333333,Quite satisfied,Not applicable,Not applicable,Not applicable
1026671,1.3580185388621,Male,55-59,Prefer not to answer,Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,,Not very much,Prefer not to answer,Education,Benefits are too high and discourage finding jobs,Keep taxes and spending at the same level,About right,About right,About right,About right,Agree,Not applicable,Not applicable,3.25,3.0,3.66666666666667,Quite satisfied,Not applicable,Not applicable,Not applicable
1028841,1.02028959877605,Female,18-24,"£1,411 - £2,560 per month",Semi-routine and routine occupations,Degree (equivalent & above),Single (never married/never in a civil partnership),No,Not applicable,Not applicable,Green Party,Quite a lot,Not applicable (not eligible or too young),Health,Benefits are too low and cause hardship,Increase taxes and spend more,Not gone far enough,Not gone nearly far enough,Not gone far enough,Not gone far enough,Strongly agree,Not applicable,Not applicable,1.75,1.4,1.33333333333333,Quite dissatisfied,Not applicable,Not applicable,Not applicable
1023001,0.515867095366999,Female,35-44,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Green Party,Some,"Yes, voted",Health,Benefits are too low and cause hardship,Increase taxes and spend more,About right,About right,About right,About right,Disagree,Not applicable,Not applicable,2.0,1.8,2.5,Neither satisfied nor dissatisfied,Not applicable,Not applicable,Not applicable
1023002,0.713788645601641,Male,35-44,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Liberal Democrat,Some,"Yes, voted",Health,Benefits are too low and cause hardship,Increase taxes and spend more,About right,About right,About right,About right,Disagree,Not applicable,Not applicable,2.125,2.2,2.66666666666667,Neither satisfied nor dissatisfied,Not applicable,Not applicable,Not applicable
1011361,1.73778619911116,Male,45-54,"£1,411 - £2,560 per month",Managerial and professional occupations,Degree (equivalent & above),Separated/divorced/dissolved civil partnership,No,Not applicable,Not applicable,None,A great deal,"Yes, voted",Police and prisons,Benefits are too high and discourage finding jobs,Increase taxes and spend more,About right,About right,About right,About right,Neither agree nor disagree,Not applicable,Not applicable,3.25,2.4,3.66666666666667,Quite satisfied,Not applicable,Not applicable,Not applicable
1011362,1.73778619911116,Male,45-54,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Separated/divorced/dissolved civil partnership,Yes,Not applicable,Not applicable,None,Quite a lot,"Yes, voted",Police and prisons,Benefits are too low and cause hardship,Increase taxes and spend more,About right,About right,About right,About right,Neither agree nor disagree,Not applicable,Not applicable,3.125,3.0,3.0,Neither satisfied nor dissatisfied,Not applicable,Not applicable,Not applicable
1046271,0.709413061973924,Female,60-64,"£1,411 - £2,560 per month",Managerial and professional occupations,GCSE/O Level/Standard Grade or equivalent,Separated/divorced/dissolved civil partnership,No,Not applicable,Not applicable,None,Quite a lot,No,Police and prisons,Benefits are too high and discourage finding jobs,Keep taxes and spending at the same level,Gone much too far,Gone much too far,Gone much too far,Gone much too far,Neither agree nor disagree,Not applicable,Not applicable,4.5,1.6,4.5,Very dissatisfied,Not applicable,Not applicable,Not applicable
1000331,0.695080792546912,Female,65+,"Less than £1,410 per month",Intermediate occupations,GCSE/O Level/Standard Grade or equivalent,Single (never married/never in a civil partnership),No,Not applicable,Not applicable,Conservative,Some,"Yes, voted",Housing,Benefits are too low and cause hardship,Keep taxes and spending at the same level,About right,About right,Not gone far enough,About right,Strongly agree,Not applicable,Not applicable,3.0,2.4,4.5,Quite satisfied,Not applicable,Not applicable,Not applicable
1020731,0.804786659742411,Female,25-34,"£1,411 - £2,560 per month",Managerial and professional occupations,GCSE/O Level/Standard Grade or equivalent,Single (never married/never in a civil partnership),Yes,Not applicable,Not applicable,None,Not very much,No,Health,Benefits are too low and cause hardship,Keep taxes and spending at the same level,About right,About right,About right,About right,Disagree,Not applicable,Not applicable,3.125,2.2,3.33333333333333,Neither satisfied nor dissatisfied,Not applicable,Not applicable,Not applicable
1010201,1.48241390353284,Male,65+,"£1,411 - £2,560 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Quite a lot,"Yes, voted",Health,Benefits are too high and discourage finding jobs,Increase taxes and spend more,About right,About right,About right,About right,Neither agree nor disagree,Not applicable,Not applicable,3.625,2.8,4.0,Quite dissatisfied,Not applicable,Not applicable,Not applicable
1002351,0.589387939424952,Female,25-34,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Labour,Some,"Yes, voted",Health,Benefits are too low and cause hardship,Keep taxes and spending at the same level,About right,Not gone far enough,Not gone far enough,Not gone far enough,Disagree,Not applicable,Not applicable,2.375,2.0,2.33333333333333,Quite dissatisfied,Not applicable,Not applicable,Not applicable
1030221,0.933299553953195,Female,65+,"Less than £1,410 per month",Managerial and professional occupations,Higher education below degree/A levels,Widowed/surviving partner from a civil partnership,No,Not applicable,Not applicable,Green Party,Some,"Yes, voted",Health,Benefits are too low and cause hardship,Increase taxes and spend more,Not gone nearly far enough,About right,Not gone nearly far enough,Not gone far enough,Agree,Not applicable,Not applicable,2.75,2.6,3.66666666666667,Very satisfied,Not applicable,Not applicable,Not applicable
1000221,0.608899451725568,Female,35-44,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not applicable,Not applicable,Green Party,Quite a lot,"Yes, voted",Health,Benefits are too low and cause hardship,Increase taxes and spend more,Not gone far enough,Not gone far enough,Not gone far enough,Not gone far enough,Strongly agree,Not applicable,Not applicable,2.25,1.2,2.83333333333333,Quite satisfied,Not applicable,Not applicable,Not applicable
1011661,1.97371671871661,Male,45-54,"£1,411 - £2,560 per month",Lower supervisory and technical occupations,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Other party,Quite a lot,"Yes, voted",Housing,Benefits are too high and discourage finding jobs,Reduce taxes and spend less,About right,About right,About right,About right,Disagree,Not applicable,Not applicable,4.125,3.0,3.83333333333333,Neither satisfied nor dissatisfied,Not applicable,Not applicable,Not applicable
1011662,1.61170469906079,Female,45-54,"£1,411 - £2,560 per month",Intermediate occupations,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Other party,Not very much,"Yes, voted",Police and prisons,Benefits are too high and discourage finding jobs,Keep taxes and spending at the same level,About right,About right,About right,About right,Disagree,Not applicable,Not applicable,3.75,3.2,4.16666666666667,Very dissatisfied,Not applicable,Not applicable,Not applicable
1033451,0.787712179858497,Male,65+,"£1,411 - £2,560 per month",Managerial and professional occupations,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Conservative,Quite a lot,"Yes, voted",Roads,Other specific answer not in codeframe,Increase taxes and spend more,Gone too far,Gone too far,About right,Gone too far,Disagree,Not applicable,Not applicable,3.25,2.8,4.16666666666667,Quite satisfied,Not applicable,Not applicable,Not applicable
1026341,0.892342310695778,Male,65+,Prefer not to answer,Managerial and professional occupations,Higher education below degree/A levels,Separated/divorced/dissolved civil partnership,No,Not applicable,Not applicable,Liberal Democrat,A great deal,"Yes, voted",Health,Benefits are too low and cause hardship,Increase taxes and spend more,About right,Gone much too far,About right,About right,Disagree,Not applicable,Not applicable,3.0,3.6,2.5,Quite satisfied,Not applicable,Not applicable,Not applicable
1026342,1.32110267900985,Female,35-44,"Less than £1,410 per month",Intermediate occupations,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Labour,Quite a lot,No,Housing,Benefits are too low and cause hardship,Increase taxes and spend more,About right,About right,Not gone nearly far enough,Not gone nearly far enough,Strongly agree,Not applicable,Not applicable,1.375,1.8,2.33333333333333,Quite dissatisfied,Not applicable,Not applicable,Not applicable
1017771,1.02830553741188,Female,45-54,"£4,351 per month or more",Managerial and professional occupations,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Labour,Not very much,"Yes, voted",Police and prisons,Benefits are too high and discourage finding jobs,Keep taxes and spending at the same level,Not gone far enough,Not gone far enough,Not gone nearly far enough,Not gone far enough,Agree,Not applicable,Not applicable,3.0,1.4,4.0,Quite dissatisfied,Not applicable,Not applicable,Not applicable
1032971,1.12865249267446,Female,45-54,"Less than £1,410 per month",Managerial and professional occupations,Higher education below degree/A levels,Separated/divorced/dissolved civil partnership,No,Not applicable,Not applicable,Labour,Quite a lot,"Yes, voted",Housing,Other specific answer not in codeframe,Prefer not to answer,About right,Gone too far,About right,About right,Neither agree nor disagree,Not applicable,Not applicable,3.0,2.0,2.83333333333333,Very dissatisfied,Not applicable,Not applicable,Not applicable
1032972,0.533448306115796,Female,18-24,Prefer not to answer,Managerial and professional occupations,Degree (equivalent & above),Single (never married/never in a civil partnership),No,Not applicable,Not applicable,Labour,A great deal,"Yes, voted",Health,Other specific answer not in codeframe,Prefer not to answer,Not gone far enough,Not gone far enough,About right,Not gone far enough,Neither agree nor disagree,Not applicable,Not applicable,2.625,1.2,2.5,Neither satisfied nor dissatisfied,Not applicable,Not applicable,Not applicable
1038401,0.883944869834663,Male,65+,"£1,411 - £2,560 per month",Managerial and professional occupations,GCSE/O Level/Standard Grade or equivalent,Widowed/surviving partner from a civil partnership,No,Not applicable,Not applicable,Conservative,Some,"Yes, voted",Education,Benefits are too high and discourage finding jobs,Increase taxes and spend more,Gone much too far,Gone much too far,About right,About right,Disagree,Not applicable,Not applicable,3.625,2.4,3.5,Quite dissatisfied,Not applicable,Not applicable,Not applicable
1002591,0.805929029815877,Female,35-44,"Less than £1,410 per month",Intermediate occupations,No qualifications,Single (never married/never in a civil partnership),No,Not applicable,Not applicable,Labour,Not very much,"Yes, voted",Health,Benefits are too low and cause hardship,Keep taxes and spending at the same level,Not gone far enough,Not gone far enough,Not gone far enough,Not gone far enough,Agree,Not applicable,Not applicable,3.0,1.4,3.0,Neither satisfied nor dissatisfied,Not applicable,Not applicable,Not applicable
1024471,3.24093642225998,Male,55-59,"£1,411 - £2,560 per month",Lower supervisory and technical occupations,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Labour,A great deal,"Yes, voted",Health,Benefits are too low and cause hardship,Increase taxes and spend more,Not gone nearly far enough,Not gone nearly far enough,Not gone nearly far enough,Not gone nearly far enough,Strongly agree,Not applicable,Not applicable,1.375,1.0,2.16666666666667,Neither satisfied nor dissatisfied,Not applicable,Not applicable,Not applicable
1024472,2.53800325985957,Female,60-64,"£2,561 - £4,350 per month",Intermediate occupations,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Labour,Some,"Yes, voted",Health,Benefits are too low and cause hardship,Keep taxes and spending at the same level,Not gone far enough,Not gone far enough,Not gone far enough,Not gone far enough,Agree,Not applicable,Not applicable,2.125,1.0,2.33333333333333,Quite dissatisfied,Not applicable,Not applicable,Not applicable
1035731,1.29148794559659,Male,60-64,"Less than £1,410 per month",Lower supervisory and technical occupations,Higher education below degree/A levels,Single (never married/never in a civil partnership),No,Not applicable,Not applicable,Green Party,Quite a lot,"Yes, voted",Public transport,Neither,Increase taxes and spend more,About right,Gone too far,Not gone far enough,About right,Disagree,Not applicable,Not applicable,2.375,2.0,2.66666666666667,Quite dissatisfied,Not applicable,Not applicable,Not applicable
1035271,0.875098505073106,Male,65+,"£2,561 - £4,350 per month",Lower supervisory and technical occupations,No qualifications,Separated/divorced/dissolved civil partnership,No,Not applicable,Not applicable,Conservative,A great deal,"Yes, voted",Education,Benefits are too high and discourage finding jobs,Increase taxes and spend more,Gone too far,Gone too far,Not gone far enough,Not gone far enough,Agree,Not applicable,Not applicable,3.25,3.6,2.83333333333333,Very satisfied,Not applicable,Not applicable,Not applicable
1027041,0.623825874664918,Female,65+,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Separated/divorced/dissolved civil partnership,No,Not applicable,Not applicable,,Quite a lot,"Yes, voted",Health,Benefits are too low and cause hardship,Increase taxes and spend more,About right,Don't know,About right,Not gone nearly far enough,Disagree,Not applicable,Not applicable,1.375,1.2,2.16666666666667,Very dissatisfied,Not applicable,Not applicable,Not applicable
1028091,0.176158073861132,Male,65+,"£2,561 - £4,350 per month",Small employers and own account workers,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not applicable,Not applicable,Liberal Democrat,Some,"Yes, voted",Health,Benefits are too high and discourage finding jobs,Increase taxes and spend more,Gone too far,Gone too far,Gone too far,Gone too far,Disagree,Not applicable,Not applicable,2.875,3.4,3.16666666666667,Quite satisfied,Not applicable,Not applicable,Not applicable
